projects,averageStartTime,averageEndTime,numEntries,longestDuration,shortestDuration,latestStartTime,earliestStartTime,latestEndTime,earliestEndTime,varianceDuration,varianceStartTime,varianceEndTime,info
Games,12:51,6:07,8,3:23:00,0:59:00,22:03,1:10,19:30,0:28,0.17%,16.73%,11.26%,"This category includes board games, which is a social activity, and video games, which, with the exception of one evening where I played with my roommate's new Nintendo Switch with some friends was mostly a solitary activity. I spent a few late nights playing video games which, for me, makes me both more and less stressed."
