projects,averageStartTime,averageEndTime,numEntries,longestDuration,shortestDuration,latestStartTime,earliestStartTime,latestEndTime,earliestEndTime,varianceDuration,varianceStartTime,varianceEndTime,info
Shopping,16:18,16:55,5,0:58:00,0:01:00,16:50,15:44,17:45,16:08,0.03%,0.05%,0.09%,This category includes online as well as in-person shopping.
