projects,averageStartTime,averageEndTime,numEntries,longestDuration,shortestDuration,latestStartTime,earliestStartTime,latestEndTime,earliestEndTime,varianceDuration,varianceStartTime,varianceEndTime,info
Travel,14:44,15:07,41,5:11:00,0:01:00,23:45,0:00,22:46,0:30,0.14%,4.91%,4.80%,"As mentioned, I did go to Capitol Reef one weekend, which affected these numbers. Even so, I spent a lot of time driving because I live a fair distance from campus. This was also the single category with the most individual entries."
