SEX,SCHLCOLL,Arts,Chores,Class,Computer-use,Eating,Fitness,Games,Homework,Reading,Religious,Shopping,Sleepingr,Socializing,TV,Telephone,Travel,Medical-care,Personal-care,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,10,0,0,350,0,0,0,470,175,0,0,25,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,145,15,0,20,55,0,0,0,0,0,50,655,55,60,45,145,0,80,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,80,70,0,90,0,0,0,5,360,45,0,15,180,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,40,0,45,0,0,0,0,570,535,60,0,40,0,130,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,45,0,0,0,0,0,0,480,0,135,0,50,0,45,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,35,0,30,110,0,15,0,0,0,20,589,60,120,0,71,0,55,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,30,0,180,0,0,0,440,0,0,0,60,0,15,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,55,30,0,0,0,0,0,630,0,0,0,55,0,165,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,219,0,165,0,0,0,0,35,0,630,95,210,0,30,0,25,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,40,60,30,0,268,0,0,0,540,0,180,0,17,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,190,175,0,0,0,0,30,660,0,155,0,125,0,105,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,0,0,565,0,120,0,78,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,60,0,600,380,210,0,70,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,105,0,0,0,0,0,60,620,0,0,0,385,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,305,30,0,0,85,0,120,0,0,0,135,360,120,30,0,205,0,50,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,50,0,0,0,0,0,0,630,0,720,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,5,0,0,0,0,0,55,555,12,348,2,256,35,68,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,15,0,80,60,65,650,40,61,0,66,0,45,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,120,0,0,0,180,0,0,680,0,240,40,95,60,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,490,0,120,30,376,30,60,0,64,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,310,0,0,35,45,0,0,0,0,0,585,60,230,0,0,0,15,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,0,0,720,0,83,95,62,0,80,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,120,90,0,0,0,120,0,30,740,0,255,0,45,0,40,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,180,0,0,120,0,0,0,660,145,90,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,165,45,0,180,0,0,0,0,0,0,330,0,45,15,120,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,25,100,0,45,0,0,5,500,0,110,0,85,0,50,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,335,0,35,0,0,260,0,0,35,525,60,0,0,80,0,80,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,20,0,80,50,0,0,305,0,0,0,510,105,0,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,0,180,690,0,55,0,125,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,60,0,40,10,0,0,300,0,0,0,510,120,0,0,10,0,45,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,120,0,0,105,0,0,0,30,90,90,130,57,90,0,138,0,80,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,20,0,0,210,0,0,0,650,0,120,0,34,0,45,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,120,0,30,0,0,0,0,0,0,425,55,45,0,35,0,40,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,290,0,0,120,540,0,135,0,70,0,10,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,0,0,0,455,0,795,0,60,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,0,0,0,0,0,0,10,590,0,0,0,125,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,0,0,733,0,0,0,17,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,120,0,0,60,0,0,0,0,0,0,680,120,240,0,30,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,80,115,0,0,0,135,0,0,0,120,0,0,120,135,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,158,40,50,0,0,390,0,0,0,470,30,0,75,22,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,80,0,0,120,0,0,0,510,0,60,0,95,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,30,0,0,30,0,0,0,90,0,0,450,0,90,0,40,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,302,30,0,55,120,0,0,0,0,0,5,600,0,60,0,73,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,105,0,0,219,0,0,90,570,120,120,0,102,0,114,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,270,0,45,45,0,150,0,0,0,450,0,120,0,150,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,80,0,0,0,0,0,0,660,215,75,0,0,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,365,0,40,0,0,345,0,0,0,405,0,0,0,60,0,75,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,15,0,0,0,0,0,0,360,60,350,0,35,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,0,0,0,300,0,0,0,720,0,210,0,0,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,20,0,0,0,0,0,0,480,403,0,0,110,0,15,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,150,0,30,99,0,170,0,0,0,480,0,60,0,105,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,0,0,0,0,40,610,100,120,0,93,0,130,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,60,0,0,60,0,0,0,0,0,30,720,0,370,0,10,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,0,0,0,165,0,0,0,420,0,30,120,34,0,25,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,20,0,0,75,240,0,250,0,0,0,310,245,0,0,90,0,75,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,0,280,0,0,0,0,10,405,0,100,0,50,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,15,0,0,0,0,0,0,540,0,110,0,65,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,60,0,0,25,0,0,0,0,0,60,720,0,200,120,40,0,120,,,,,,,,,,,,,,,,,,,,,,,
2,5,150,0,0,0,90,0,0,300,0,0,5,570,153,0,0,112,0,15,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,0,30,420,0,60,0,115,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,180,0,0,60,0,0,120,0,0,13,533,135,110,0,34,0,70,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,100,0,15,35,60,15,120,0,0,30,460,275,90,0,120,0,55,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,120,0,0,600,0,0,0,540,70,0,0,20,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,100,150,0,20,0,0,20,747,40,10,0,233,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,510,0,45,0,0,120,0,0,0,630,0,0,0,60,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,0,0,0,0,0,620,0,400,0,90,20,20,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,255,0,35,0,0,0,0,0,0,465,0,0,0,52,0,105,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,50,0,0,0,0,0,0,600,0,100,0,105,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,60,0,0,60,0,0,120,0,0,0,600,0,205,0,10,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,0,30,0,0,15,380,0,0,0,47,0,120,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,5,0,0,35,0,10,0,0,0,45,420,0,230,180,150,60,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,105,0,0,0,90,0,0,375,0,20,135,540,0,0,0,75,0,40,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,20,0,0,300,0,0,0,540,120,90,40,70,0,165,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,85,0,0,65,0,0,240,0,0,0,570,30,30,0,10,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,60,0,0,0,0,90,110,680,0,80,35,180,0,80,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,80,0,0,16,0,0,276,0,0,0,561,180,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,30,0,0,66,0,0,0,0,0,180,450,10,75,0,127,0,12,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,110,40,0,0,120,0,64,630,91,128,0,134,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,20,0,0,0,0,0,0,595,0,0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,270,0,60,0,0,90,0,0,30,550,0,195,30,80,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,290,30,0,0,0,30,0,0,570,45,355,0,0,0,120,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,192,35,35,0,0,0,0,5,960,12,149,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,120,0,253,0,0,0,70,600,25,0,70,164,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,10,0,30,30,0,10,0,0,0,80,450,131,290,0,85,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,0,0,0,0,0,660,600,0,0,50,0,70,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,120,170,0,0,0,0,0,0,550,255,185,0,35,0,95,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,70,0,0,0,0,0,0,610,300,170,0,260,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,559,0,50,0,125,110,0,0,0,285,0,70,0,80,0,115,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,10,0,30,80,0,0,0,0,0,210,505,85,340,20,20,0,90,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,42,0,0,0,0,0,0,540,0,240,0,50,0,80,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,20,0,0,0,0,0,180,500,0,80,0,319,0,60,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,120,0,60,0,0,510,0,0,0,510,0,90,0,120,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,30,0,0,0,0,0,0,820,0,0,0,40,0,120,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,165,0,0,0,60,360,0,0,0,615,0,120,0,90,0,0,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,225,55,0,0,60,0,100,0,660,0,243,10,50,0,5,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,90,35,0,0,180,0,0,20,660,0,395,10,20,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,20,260,30,35,0,240,300,0,0,0,420,30,0,0,85,0,20,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,0,0,0,330,0,0,0,510,0,0,0,70,0,85,,,,,,,,,,,,,,,,,,,,,,,
2,5,170,0,0,0,120,0,0,330,0,0,0,570,150,0,0,70,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,0,0,0,55,0,165,0,0,0,20,605,0,205,0,22,0,30,,,,,,,,,,,,,,,,,,,,,,,
2,5,0,60,0,0,10,0,0,0,90,0,7,620,180,80,82,80,0,10,,,,,,,,,,,,,,,,,,,,,,,
