projects,averageStartTime,averageEndTime,numEntries,longestDuration,shortestDuration,latestStartTime,earliestStartTime,latestEndTime,earliestEndTime,varianceDuration,varianceStartTime,varianceEndTime,info
Fitness,14:27,17:58,2,5:37:00,1:25:00,18:35,10:20,20:00,15:57,1.53%,5.91%,1.32%,"I haven't been prioritizing exercise, unfortunately, so this category only includes two entries--both done with friends."
