projects,averageStartTime,averageEndTime,numEntries,longestDuration,shortestDuration,latestStartTime,earliestStartTime,latestEndTime,earliestEndTime,varianceDuration,varianceStartTime,varianceEndTime,info
Food prep,15:20,15:58,8,1:00:00,0:19:00,18:43,11:43,19:43,12:10,0.01%,1.11%,1.23%,"For me, this category is linked with ""Eating,"" which represents any time I was eating that was not at a restaurant. I don't cook a lot, and when I do I want to spend as little time on it as possible. Still, I spent about 5 hours on prep and only about 3 eating, which, I think is why I still eat a lot of drive through food--it's just faster."
